ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma de venda,Regiao
40438,2024-01-01,Porto Alegre,iPhone 14,5500.0,1,Cliente_27568,5500.0,Presencial,Sul
43478,2024-01-01,Recife,iPhone 14,5500.0,1,Cliente_8392,5500.0,Online,Nordeste
52311,2024-01-01,Porto Alegre,iPhone 14,5500.0,1,Cliente_26182,5500.0,Presencial,Sul
53017,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_12527,5500.0,Presencial,Sudeste
55979,2024-01-01,Salvador,iPhone 14,5500.0,1,Cliente_21797,5500.0,Presencial,Nordeste
58389,2024-01-01,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_15437,5500.0,Presencial,Sudeste
60576,2024-01-01,Recife,iPhone 14,5500.0,1,Cliente_8959,5500.0,Online,Nordeste
68140,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_11112,5500.0,Presencial,Sudeste
69922,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_20304,5500.0,Presencial,Sudeste
82706,2024-01-01,Belo Horizonte,iPhone 14,5500.0,1,Cliente_14110,5500.0,Presencial,Sudeste
83778,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_29052,5500.0,Presencial,Sudeste
96920,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_6026,5500.0,Presencial,Sudeste
53200,2024-01-01,Recife,"Monitor 27""",1200.0,5,Cliente_10208,6000.0,Online,Nordeste
63969,2024-01-01,Salvador,"Monitor 27""",1200.0,5,Cliente_6978,6000.0,Presencial,Nordeste
16850,2024-01-01,Belo Horizonte,Notebook HP,3200.0,2,Cliente_18040,6400.0,Presencial,Sudeste
20386,2024-01-01,Belo Horizonte,Notebook HP,3200.0,2,Cliente_24123,6400.0,Presencial,Sudeste
79426,2024-01-01,Recife,Notebook HP,3200.0,2,Cliente_6392,6400.0,Online,Nordeste
97911,2024-01-01,Recife,Notebook HP,3200.0,2,Cliente_15365,6400.0,Online,Nordeste
1337,2024-01-01,Rio De Janeiro,Smartphone Samsung,2200.0,3,Cliente_18484,6600.0,Presencial,Sudeste
53699,2024-01-01,Recife,Notebook Dell,3500.0,2,Cliente_23741,7000.0,Online,Nordeste
8187,2024-01-01,Curitiba,Notebook HP,3200.0,3,Cliente_7066,9600.0,Presencial,Sul
85446,2024-01-01,Curitiba,Notebook HP,3200.0,3,Cliente_23767,9600.0,Presencial,Sul
2815,2024-01-01,Recife,iPhone 14,5500.0,2,Cliente_14933,11000.0,Online,Nordeste
58236,2024-01-01,Curitiba,iPhone 14,5500.0,2,Cliente_9171,11000.0,Presencial,Sul
70161,2024-01-01,Belo Horizonte,iPhone 14,5500.0,2,Cliente_19840,11000.0,Presencial,Sudeste
97745,2024-01-01,Salvador,Smartphone Samsung,2200.0,5,Cliente_23791,11000.0,Presencial,Nordeste
19152,2024-01-01,São Paulo,Notebook HP,3200.0,5,Cliente_25346,16000.0,Presencial,Sudeste
80682,2024-01-01,Recife,iPhone 14,5500.0,3,Cliente_12559,16500.0,Online,Nordeste
86829,2024-01-01,Salvador,iPhone 14,5500.0,5,Cliente_25304,27500.0,Presencial,Nordeste
43286,2024-01-01,São Paulo,Notebook Dell,3500.0,10,Cliente_16453,35000.0,Presencial,Sudeste
2219,2024-01-02,Recife,Cabo HDMI,40.0,1,Cliente_7221,40.0,Online,Nordeste
7196,2024-01-02,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_27851,40.0,Presencial,Sudeste
18788,2024-01-02,Recife,Cabo HDMI,40.0,1,Cliente_13702,40.0,Online,Nordeste
28743,2024-01-02,Recife,Cabo HDMI,40.0,1,Cliente_5360,40.0,Online,Nordeste
35694,2024-01-02,Porto Alegre,Cabo HDMI,40.0,1,Cliente_7070,40.0,Presencial,Sul
41401,2024-01-02,Curitiba,Cabo HDMI,40.0,1,Cliente_29791,40.0,Presencial,Sul
41832,2024-01-02,São Paulo,Cabo HDMI,40.0,1,Cliente_23906,40.0,Presencial,Sudeste
45513,2024-01-02,Porto Alegre,Cabo HDMI,40.0,1,Cliente_29217,40.0,Presencial,Sul
49021,2024-01-02,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_4674,40.0,Presencial,Sudeste
50877,2024-01-02,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_318,40.0,Presencial,Sudeste
59494,2024-01-02,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_12416,40.0,Presencial,Sudeste
61512,2024-01-02,São Paulo,Cabo HDMI,40.0,1,Cliente_10173,40.0,Presencial,Sudeste
62900,2024-01-02,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_2203,40.0,Presencial,Sudeste
69346,2024-01-02,Salvador,Cabo HDMI,40.0,1,Cliente_23516,40.0,Presencial,Nordeste
85306,2024-01-02,Porto Alegre,Cabo HDMI,40.0,1,Cliente_1666,40.0,Presencial,Sul
86742,2024-01-02,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_7128,40.0,Presencial,Sudeste
94247,2024-01-02,São Paulo,Cabo HDMI,40.0,1,Cliente_15953,40.0,Presencial,Sudeste
96414,2024-01-02,Curitiba,Cabo HDMI,40.0,1,Cliente_4722,40.0,Presencial,Sul
16875,2024-01-02,Salvador,Cabo HDMI,40.0,2,Cliente_2759,80.0,Presencial,Nordeste
32617,2024-01-02,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_28379,120.0,Presencial,Sudeste
39104,2024-01-02,Curitiba,Mouse Gamer,120.0,1,Cliente_27317,120.0,Presencial,Sul
51263,2024-01-02,São Paulo,Mouse Gamer,120.0,1,Cliente_21962,120.0,Presencial,Sudeste
74542,2024-01-02,São Paulo,Mouse Gamer,120.0,1,Cliente_3057,120.0,Presencial,Sudeste
78758,2024-01-02,Salvador,Mouse Gamer,120.0,1,Cliente_15470,120.0,Presencial,Nordeste
79118,2024-01-02,Porto Alegre,Mouse Gamer,120.0,1,Cliente_23874,120.0,Presencial,Sul
39847,2024-01-02,Recife,Mouse Gamer,120.0,2,Cliente_24954,240.0,Online,Nordeste
57753,2024-01-02,Salvador,Mouse Gamer,120.0,2,Cliente_23527,240.0,Presencial,Nordeste
18389,2024-01-02,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_21472,250.0,Presencial,Sudeste
24798,2024-01-02,Salvador,Teclado Mecânico,250.0,1,Cliente_5580,250.0,Presencial,Nordeste
28201,2024-01-02,Curitiba,Teclado Mecânico,250.0,1,Cliente_3023,250.0,Presencial,Sul
32918,2024-01-02,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_28883,250.0,Presencial,Sudeste
34234,2024-01-02,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_25734,250.0,Presencial,Sudeste
37277,2024-01-02,Curitiba,Teclado Mecânico,250.0,1,Cliente_20250,250.0,Presencial,Sul
41783,2024-01-02,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_23490,250.0,Presencial,Sudeste
50287,2024-01-02,Recife,Teclado Mecânico,250.0,1,Cliente_8497,250.0,Online,Nordeste
55305,2024-01-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_17725,250.0,Presencial,Sudeste
57232,2024-01-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_17882,250.0,Presencial,Sudeste
62909,2024-01-02,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_17609,250.0,Presencial,Sudeste
64811,2024-01-02,Salvador,Teclado Mecânico,250.0,1,Cliente_3783,250.0,Presencial,Nordeste
83106,2024-01-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_25218,250.0,Presencial,Sudeste
90063,2024-01-02,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_2348,250.0,Presencial,Sul
27532,2024-01-02,Salvador,Mouse Gamer,120.0,3,Cliente_23757,360.0,Presencial,Nordeste
95757,2024-01-02,Belo Horizonte,Cabo HDMI,40.0,10,Cliente_25961,400.0,Presencial,Sudeste
21597,2024-01-02,São Paulo,Teclado Mecânico,250.0,2,Cliente_21703,500.0,Presencial,Sudeste
23163,2024-01-02,Belo Horizonte,Teclado Mecânico,250.0,2,Cliente_22032,500.0,Presencial,Sudeste
49433,2024-01-02,São Paulo,Teclado Mecânico,250.0,2,Cliente_10702,500.0,Presencial,Sudeste
83557,2024-01-02,Rio De Janeiro,Teclado Mecânico,250.0,3,Cliente_28165,750.0,Presencial,Sudeste
726,2024-01-02,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_28616,1200.0,Presencial,Sul
2744,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_11992,1200.0,Presencial,Sudeste
7537,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_27112,1200.0,Presencial,Sudeste
18247,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_11508,1200.0,Presencial,Sudeste
18496,2024-01-02,Curitiba,"Monitor 27""",1200.0,1,Cliente_20344,1200.0,Presencial,Sul
28698,2024-01-02,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_27167,1200.0,Presencial,Sudeste
32922,2024-01-02,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_3249,1200.0,Presencial,Sul
51415,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_6029,1200.0,Presencial,Sudeste
54842,2024-01-02,Salvador,"Monitor 27""",1200.0,1,Cliente_29447,1200.0,Presencial,Nordeste
62181,2024-01-02,Recife,"Monitor 27""",1200.0,1,Cliente_4623,1200.0,Online,Nordeste
70248,2024-01-02,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_27878,1200.0,Presencial,Sul
72700,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_15495,1200.0,Presencial,Sudeste
74275,2024-01-02,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_28896,1200.0,Presencial,Sudeste
89090,2024-01-02,Curitiba,"Monitor 27""",1200.0,1,Cliente_28154,1200.0,Presencial,Sul
95142,2024-01-02,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_26005,1200.0,Presencial,Sudeste
4702,2024-01-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9771,2200.0,Presencial,Sul
11938,2024-01-02,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_3160,2200.0,Presencial,Sudeste
30176,2024-01-02,Salvador,Smartphone Samsung,2200.0,1,Cliente_460,2200.0,Presencial,Nordeste
31049,2024-01-02,Salvador,Smartphone Samsung,2200.0,1,Cliente_13563,2200.0,Presencial,Nordeste
32993,2024-01-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_26566,2200.0,Presencial,Sul
33029,2024-01-02,Salvador,Smartphone Samsung,2200.0,1,Cliente_6253,2200.0,Presencial,Nordeste
37105,2024-01-02,Salvador,Smartphone Samsung,2200.0,1,Cliente_20744,2200.0,Presencial,Nordeste
46447,2024-01-02,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_11818,2200.0,Presencial,Sudeste
51035,2024-01-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_4631,2200.0,Presencial,Sul
58450,2024-01-02,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_21968,2200.0,Presencial,Sudeste
59390,2024-01-02,Salvador,Smartphone Samsung,2200.0,1,Cliente_28914,2200.0,Presencial,Nordeste
61602,2024-01-02,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_22727,2200.0,Presencial,Sudeste
70384,2024-01-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_1836,2200.0,Presencial,Sul
80714,2024-01-02,Recife,Smartphone Samsung,2200.0,1,Cliente_14526,2200.0,Online,Nordeste
88650,2024-01-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14284,2200.0,Presencial,Sudeste
89462,2024-01-02,Recife,Smartphone Samsung,2200.0,1,Cliente_4376,2200.0,Online,Nordeste
99954,2024-01-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2020,2200.0,Presencial,Sudeste
13121,2024-01-02,Recife,"Monitor 27""",1200.0,2,Cliente_28037,2400.0,Online,Nordeste
56522,2024-01-02,Belo Horizonte,"Monitor 27""",1200.0,2,Cliente_29826,2400.0,Presencial,Sudeste
14213,2024-01-02,Recife,Notebook HP,3200.0,1,Cliente_12478,3200.0,Online,Nordeste
24141,2024-01-02,Belo Horizonte,Notebook HP,3200.0,1,Cliente_16881,3200.0,Presencial,Sudeste
48082,2024-01-02,São Paulo,Notebook HP,3200.0,1,Cliente_20209,3200.0,Presencial,Sudeste
56820,2024-01-02,Porto Alegre,Notebook HP,3200.0,1,Cliente_20391,3200.0,Presencial,Sul
57364,2024-01-02,Curitiba,Notebook HP,3200.0,1,Cliente_22464,3200.0,Presencial,Sul
66986,2024-01-02,Recife,Notebook HP,3200.0,1,Cliente_15717,3200.0,Online,Nordeste
69954,2024-01-02,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_26409,3200.0,Presencial,Sudeste
85924,2024-01-02,Porto Alegre,Notebook HP,3200.0,1,Cliente_15140,3200.0,Presencial,Sul
89787,2024-01-02,São Paulo,Notebook HP,3200.0,1,Cliente_22853,3200.0,Presencial,Sudeste
97878,2024-01-02,Salvador,Notebook HP,3200.0,1,Cliente_29944,3200.0,Presencial,Nordeste
8563,2024-01-02,Curitiba,Notebook Dell,3500.0,1,Cliente_28429,3500.0,Presencial,Sul
9443,2024-01-02,Curitiba,Notebook Dell,3500.0,1,Cliente_1440,3500.0,Presencial,Sul
28031,2024-01-02,Curitiba,Notebook Dell,3500.0,1,Cliente_8553,3500.0,Presencial,Sul
28962,2024-01-02,Recife,Notebook Dell,3500.0,1,Cliente_10546,3500.0,Online,Nordeste
41813,2024-01-02,Recife,Notebook Dell,3500.0,1,Cliente_16301,3500.0,Online,Nordeste
49058,2024-01-02,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_23237,3500.0,Presencial,Sudeste
81581,2024-01-02,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_6474,3500.0,Presencial,Sudeste
95574,2024-01-02,Salvador,Notebook Dell,3500.0,1,Cliente_25118,3500.0,Presencial,Nordeste
83404,2024-01-02,Curitiba,"Monitor 27""",1200.0,3,Cliente_12265,3600.0,Presencial,Sul
12784,2024-01-02,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_29459,5500.0,Presencial,Sudeste
13592,2024-01-02,São Paulo,iPhone 14,5500.0,1,Cliente_4920,5500.0,Presencial,Sudeste
19032,2024-01-02,Recife,iPhone 14,5500.0,1,Cliente_7064,5500.0,Online,Nordeste
22565,2024-01-02,Porto Alegre,iPhone 14,5500.0,1,Cliente_4869,5500.0,Presencial,Sul
34821,2024-01-02,Salvador,iPhone 14,5500.0,1,Cliente_15638,5500.0,Presencial,Nordeste
36437,2024-01-02,Porto Alegre,iPhone 14,5500.0,1,Cliente_10423,5500.0,Presencial,Sul
46074,2024-01-02,São Paulo,iPhone 14,5500.0,1,Cliente_19846,5500.0,Presencial,Sudeste
50499,2024-01-02,São Paulo,iPhone 14,5500.0,1,Cliente_18465,5500.0,Presencial,Sudeste
51041,2024-01-02,Porto Alegre,iPhone 14,5500.0,1,Cliente_15053,5500.0,Presencial,Sul
70600,2024-01-02,Curitiba,iPhone 14,5500.0,1,Cliente_27996,5500.0,Presencial,Sul
24974,2024-01-02,Salvador,Notebook HP,3200.0,2,Cliente_16291,6400.0,Presencial,Nordeste
44368,2024-01-02,Curitiba,Notebook HP,3200.0,2,Cliente_9964,6400.0,Presencial,Sul
84423,2024-01-02,Porto Alegre,Notebook HP,3200.0,2,Cliente_23479,6400.0,Presencial,Sul
95157,2024-01-02,Belo Horizonte,Notebook HP,3200.0,2,Cliente_19565,6400.0,Presencial,Sudeste
2455,2024-01-02,São Paulo,Notebook Dell,3500.0,2,Cliente_1456,7000.0,Presencial,Sudeste
47250,2024-01-02,Curitiba,Notebook Dell,3500.0,2,Cliente_4123,7000.0,Presencial,Sul
59561,2024-01-02,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_351,7000.0,Presencial,Sudeste
63381,2024-01-02,Salvador,Notebook Dell,3500.0,2,Cliente_27330,7000.0,Presencial,Nordeste
92011,2024-01-02,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_26708,7000.0,Presencial,Sudeste
63489,2024-01-02,Porto Alegre,Notebook HP,3200.0,3,Cliente_27443,9600.0,Presencial,Sul
3451,2024-01-02,Porto Alegre,iPhone 14,5500.0,2,Cliente_17359,11000.0,Presencial,Sul
76911,2024-01-02,Porto Alegre,iPhone 14,5500.0,2,Cliente_4345,11000.0,Presencial,Sul
10635,2024-01-02,Porto Alegre,iPhone 14,5500.0,3,Cliente_28882,16500.0,Presencial,Sul
14392,2024-01-02,Curitiba,iPhone 14,5500.0,3,Cliente_15513,16500.0,Presencial,Sul
17681,2024-01-02,Salvador,iPhone 14,5500.0,3,Cliente_14766,16500.0,Presencial,Nordeste
36657,2024-01-02,Recife,iPhone 14,5500.0,3,Cliente_24983,16500.0,Online,Nordeste
47358,2024-01-02,Rio De Janeiro,iPhone 14,5500.0,3,Cliente_12927,16500.0,Presencial,Sudeste
72955,2024-01-02,Rio De Janeiro,Notebook Dell,3500.0,5,Cliente_11242,17500.0,Presencial,Sudeste
1646,2024-01-02,Belo Horizonte,Smartphone Samsung,2200.0,10,Cliente_29747,22000.0,Presencial,Sudeste
43129,2024-01-02,Porto Alegre,Smartphone Samsung,2200.0,10,Cliente_14329,22000.0,Presencial,Sul
87981,2024-01-02,Curitiba,Notebook HP,3200.0,10,Cliente_11342,32000.0,Presencial,Sul
24556,2024-01-02,Belo Horizonte,Notebook Dell,3500.0,10,Cliente_25844,35000.0,Presencial,Sudeste
46051,2024-01-02,Rio De Janeiro,iPhone 14,5500.0,10,Cliente_11683,55000.0,Presencial,Sudeste
16353,2024-01-03,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_24055,40.0,Presencial,Sudeste
21638,2024-01-03,Salvador,Cabo HDMI,40.0,1,Cliente_12845,40.0,Presencial,Nordeste
22831,2024-01-03,Salvador,Cabo HDMI,40.0,1,Cliente_21416,40.0,Presencial,Nordeste
26665,2024-01-03,São Paulo,Cabo HDMI,40.0,1,Cliente_1082,40.0,Presencial,Sudeste
